cruise,sta,date,time,lat,lon,"depth, m",ctd.S,btl.S,DO mg/L,chl ug/L,NH4 uM,NO2 uM,NO3 uM,NOX uM,DIN uM,PO4 uM,TDN uM,TDP uM,Si uM,DIC.whatisthis,sta.depth,csal,ctemp degC,pH.uga glass-electrode,DIC.uga umol/kg,ALK.uga umol/kg,d13C permil,dH permil,dO18 permil,DIC.uga uM,TA.uga uM,pH spec,labT.TA degC,labp.TA g/mL,labT.DIC degC,labp.DIC g/mL,S.new,"density, kg/m3",DO umol/kg,pH (calculated from TA & DIC),Arag (calculated from TA & DIC)
GM0609,B07,9/7/2006,1899-12-30 14:54:00,28.95897,-90.04255,1,31,31.7,5.82,0.8858,0.082,0.038,0.042,0.08,0.162,0.242,9.01,0.54,6.866,25.08,6607001,31.0003,30.3155,8.332292849,2052.672657,2432.576384,NA,NA,NA,2095.583136,2483.428632,NA,NA,NA,23,1.020904687,31.350075,1019.151823,185.365189,8.111908532,4.621712433
GM0609,B08,9/7/2006,1899-12-30 14:09:00,28.92495,-90.03175,28,36.2,36.2,1.02,1.7756,0.097,0.23,0.284,0.514,0.611000001,0.194,8.17,0.38,5.515,25.54,6608028,36.1988,27.4369,8.196083995,2092.886248,2393.341598,NA,NA,NA,2144.88537,2452.80573,NA,NA,NA,23,1.024845652,36.1997,1023.601852,32.6285326,7.979785376,3.434242757
GM0609,B08,9/7/2006,1899-12-30 14:09:00,28.92495,-90.03175,1,31.07,31.5,5.8,0.8948,0.162,0.029,0.004,0.033,0.194999993,0.213,10.53,0.52,5.796,24.88,6608001,31.0704,30.5559,8.356129398,2055.107067,2431.448942,NA,NA,NA,2098.177312,2482.406434,NA,NA,NA,23,1.020957665,31.2851,1018.920315,184.6862329,8.106096442,4.600650599
GM0609,B09,9/7/2006,1899-12-30 12:46:00,28.82532,-89.9996,37,36.32,36,1.93,1.329,0.128,0.349,9.019,9.368,9.49600029,0.823,15.37,1,20.759,26.6,6609037,36.3162,25.4862,8.001986379,2193.063623,2397.60617,NA,NA,NA,2247.751463,2457.394632,NA,NA,NA,23,1.024936732,36.15905,1024.108141,61.76883856,7.832524945,2.435336973
GM0609,B09,9/7/2006,1899-12-30 12:46:00,28.82532,-89.9996,1,31.31,31.4,5.87,0.8676,0.033,0.032,0.012,0.044,0.077,0.193,9.34,0.52,4.5,24.88,6609001,31.3062,30.2659,8.376560726,2046.796347,2442.48663,NA,NA,NA,2090.064227,2494.119132,NA,NA,NA,23,1.021139318,31.35405,1018.944305,186.9196054,8.138117845,4.824367961
GM0609,B11,9/7/2006,1899-12-30 11:03:00,28.72733,-89.9048,56,36.45,36.1,3.41,NA,0.058,0.068,8.802,8.87,8.927999496,0.672,11.3,0.79,11.476,26.2,6611056,36.4546,20.187,8.022417707,2171.296129,2392.793835,NA,NA,NA,2225.655418,2452.698409,NA,NA,NA,23,1.02503541,36.27615,1025.79712,109.3156049,7.944418754,2.499808986
GM0609,B11,9/7/2006,1899-12-30 11:03:00,28.72733,-89.9048,1,31.14,31.7,5.91,NA,0.106,0.035,0.033,0.068,0.173999995,0.215,8.38,0.44,6.933,24.71,6611001,31.1407,30.2819,8.339103292,2050.290306,2422.253919,NA,NA,NA,2093.368228,2473.147035,NA,NA,NA,23,1.021010645,31.420175,1019.163248,188.233771,8.102520314,4.524580992
GM0609,C02,9/7/2006,1899-12-30 22:00:00,29.0183,-90.46525,6,32.13,32,5.94,2.152,0.172,0.039,0.02,0.059,0.231000006,0.277,13.09,0.67,7.846,24.83,6702006,32.1316,30.3915,8.293132804,2045.541731,2401.369564,NA,NA,NA,2090.053006,2453.623703,NA,NA,NA,23,1.021760141,32.0654,1019.371894,189.2280039,8.075790009,4.313648576
GM0609,C02,9/7/2006,1899-12-30 22:00:00,29.0183,-90.46525,1,32.05,31.8,6.12,2,0.149,0.034,0.023,0.057,0.206,0.221,12.38,0.6,6.328,24.72,6702001,32.0517,30.3931,8.294835414,2038.690295,2398.877812,NA,NA,NA,2082.928979,2450.932406,NA,NA,NA,23,1.021699561,31.925425,1019.200193,194.9293468,8.085839308,4.37540697
GM0609,C03,9/7/2006,1899-12-30 22:55:00,28.98942,-90.5217,9,33.24,32.8,3.66,2.562,0.726,0.021,0.171,0.192,0.917999983,0.397,11.83,0.83,7.695,26.03,6703009,33.2351,30.3407,8.150113507,2138.607515,2420.482405,NA,NA,NA,2186.942089,2475.187621,NA,NA,NA,23,1.022600956,33.018775,1020.000683,116.6669532,7.943736374,3.471901676
GM0609,C03,9/7/2006,1899-12-30 22:55:00,28.98942,-90.5217,1,31.09,31.3,5.8,1.6124,0.435,0.021,0.033,0.054,0.488999993,0.217,11.29,0.57,5.77,25.18,6703001,31.0944,30.1307,8.277809308,2070.396418,2405.73972,NA,NA,NA,2113.818432,2456.194822,NA,NA,NA,23,1.020972802,31.1961,1018.915331,184.6853294,8.057217044,4.118714016
GM0609,C03,9/7/2006,1899-12-30 22:55:00,28.98942,-90.5217,1,31.09,31.3,5.8,1.6864,0.331,0.009,0.022,0.031,0.361999989,0.227,11.28,0.58,5.799,25.3,6703001,31.0944,30.1307,8.277809308,2070.396418,2405.73972,NA,NA,NA,2113.818432,2456.194822,NA,NA,NA,23,1.020972802,31.1961,1018.915331,184.6853294,8.057198236,4.118555999
GM0609,C04,9/7/2006,1899-12-30 23:42:00,28.95033,-90.52572,11,35.09,34.2,1.44,1.553,0.829,0.405,0.203,0.608,1.437000036,0.37,9.86,0.65,6.931,26.44,6704011,35.0939,29.9921,8.00368899,2207.531369,2412.175767,NA,NA,NA,2260.519744,2470.076314,NA,NA,NA,23,1.024003453,34.645975,1021.176566,45.95466876,7.78936112,2.600114798
GM0609,C04,9/7/2006,1899-12-30 23:42:00,28.95033,-90.52572,1,31.72,32.2,5.92,0.932,0.415,0.081,0.123,0.204,0.618999958,0.142,10.9,0.49,4.382,25.13,6704001,31.7185,30.1619,8.25908059,2072.219877,2423.326959,NA,NA,NA,2116.668363,2475.306584,NA,NA,NA,23,1.021449696,31.959625,1019.578091,188.6290204,8.066437495,4.265349697
GM0609,C05,9/8/2006,1899-12-30 00:27:00,28.9147,-90.48918,14,35.15,34.6,2.65,1.6502,0.338,0.938,0.061,0.999,1.337000012,0.383,7.89,0.77,8.386,25.39,6705014,35.1494,30.0372,8.247162316,2072.101041,2408.128798,NA,NA,NA,2121.932923,2466.041799,NA,NA,NA,23,1.024048963,34.87485,1021.473841,84.59397476,8.015391717,3.956450991
GM0609,C05,9/8/2006,1899-12-30 00:27:00,28.9147,-90.48918,1,32.8,32.5,5.73,0.4044,0.192,-0.008,0.146,0.138,0.329999983,0.11,9.79,0.35,3.119,24.87,6705001,32.7955,30.1396,8.298240636,2048.761755,2406.911988,NA,NA,NA,2094.382761,2460.50814,NA,NA,NA,23,1.022267599,32.648875,1019.810184,182.6166092,8.076294336,4.318002095
GM0609,C06,9/8/2006,1899-12-30 01:16:00,28.85602,-90.46072,17,35.46,35,4.8,0.7432,0.222,0.242,-0.059,0.183,0.405000001,0.226,8.58,0.47,5.485,25.72,6706017,35.4611,29.5146,8.23354143,2079.624747,2403.474453,NA,NA,NA,2130.126617,2461.84073,NA,NA,NA,23,1.024284126,35.230275,1021.964247,153.3003859,8.000155956,3.793041779
GM0609,C06,9/8/2006,1899-12-30 01:16:00,28.85602,-90.46072,1,32.58,32.3,5.79,0.3648,0.108,-0.015,0.152,0.137,0.245000005,0.105,9.63,0.33,2.601,24.91,6706001,32.5839,29.9087,8.306753689,2046.387073,2418.298756,NA,NA,NA,2091.614173,2471.745458,NA,NA,NA,23,1.022100951,32.440975,1019.7387,184.5158905,8.101160784,4.482116277
GM0609,C07,9/8/2006,1899-12-30 02:05:00,28.83268,-90.39185,19,35.76,34.9,1.85,1.639,0.082,0.403,0.201,0.604,0.68599999,0.313,10.31,0.66,10.713,26.11,6707019,35.8036,28.7594,8.127979569,2140.297874,2411.09005,NA,NA,NA,2192.760306,2470.19007,NA,NA,NA,23,1.024511743,35.3409,1022.151049,59.09532357,7.922666234,3.223647013
GM0609,C07,9/8/2006,1899-12-30 02:05:00,28.83268,-90.39185,1,32.27,31.7,5.8,0.4022,0.215,0.036,0.033,0.069,0.284000009,0.194,8.69,0.32,3.063,24.85,6707001,32.2735,29.8588,8.3084563,2054.786581,2429.411254,NA,NA,NA,2099.716876,2482.533153,NA,NA,NA,23,1.021866162,31.985875,1019.306403,184.7562139,8.111963463,4.548696465
GM0609,C10,9/8/2006,1899-12-30 04:45:00,28.60983,-90.23317,44,36.44,35.4,3.39,0.9588,0.109,0.146,6.488,6.634,6.743000031,0.586,8.52,0.78,12.807,26.53,6710044,36.4371,22.486,8.093927355,2158.793241,2417.908829,NA,NA,NA,2212.823127,2478.423814,NA,NA,NA,23,1.025027819,35.919275,1024.576518,108.5451454,7.98673601,2.943878686
GM0609,C10,9/8/2006,1899-12-30 04:45:00,28.60983,-90.23317,11,34.16,35,5.78,0.4,0.29,-0.024,-0.042,-0.066,0.223999992,0.093,7.94,0.23,3.17,25.59,6710011,34.4783,30.764,8.247162316,2061.404422,2406.275974,NA,NA,NA,2109.431504,2462.337953,NA,NA,NA,23,1.023298234,34.659575,1021.510366,184.5172293,8.014377902,4.058235428
GM0609,C10,9/8/2006,1899-12-30 04:45:00,28.60983,-90.23317,1,32.48,32.4,5.75,0.4094,0.369,-0.014,0.153,0.139,0.508000016,0.118,9.71,0.33,3.325,25.49,6710001,32.4755,29.9169,8.313564132,2042.987852,2415.280281,NA,NA,NA,2087.985085,2468.477332,NA,NA,NA,23,1.022025208,32.438875,1019.810796,183.2541244,8.100693801,4.478551569
GM0609,D02,9/8/2006,1899-12-30 16:13:00,28.84112,-90.83432,14,35.07,34.7,1.33,1.9918,0.461,0.769,0.035,0.804,1.264999986,0.641,11.61,1.02,16.815,27.75,6802014,35.0689,29.8944,7.950908059,2228.686355,2397.89841,NA,NA,NA,2282.148714,2455.419875,NA,NA,NA,23,1.023988283,34.884725,1021.597487,42.46173789,7.710895304,2.220704484
GM0609,D02,9/8/2006,1899-12-30 16:13:00,28.84112,-90.83432,1,28.18,28.2,6.13,3.9836,0.342,0.014,-0.099,-0.085,0.256999999,0.167,13.45,0.48,4.888,25.32,6802001,28.1836,30.1083,8.352724177,2033.043569,2400.764247,NA,NA,NA,2071.207868,2445.8314,NA,NA,NA,23,1.018772003,28.1909,1016.606012,194.7508924,8.152032227,4.639232438
GM0609,D03,9/8/2006,1899-12-30 14:49:00,28.71648,-90.83243,16,35.82,35.2,2.37,2.664,1.049,1.037,0.182,1.219,2.268000126,0.328,10.91,0.61,14.356,22.27,6803016,35.8177,28.8984,8.03093076,2162.42797,2396.591805,NA,NA,NA,2215.5313,2455.44556,NA,NA,NA,23,1.024557271,35.509425,1022.317102,75.71819977,7.852307434,2.832999088
GM0609,D03,9/8/2006,1899-12-30 14:49:00,28.71648,-90.83243,1,27.12,28.7,6.01,1.1308,0.103,-0.005,-0.124,-0.129,-0.025999993,0.161,14.72,0.42,5.348,25.41,6803001,27.1249,30.2029,8.352724177,2038.480222,2394.962197,NA,NA,NA,2075.113997,2438.002352,NA,NA,NA,23,1.017971121,27.911225,1016.9477,191.0026526,8.127206623,4.481924341
GM0609,D04,9/8/2006,1899-12-30 13:53:00,28.60868,-90.83247,17,33.82,31.7,4.85,0.7064,0.136,0.032,0.034,0.066,0.202000007,0.16,9.84,0.32,4.256,25.17,6804017,33.8215,30.4755,8.240351873,2047.733504,2378.011613,NA,NA,NA,2094.914314,2432.802196,NA,NA,NA,23,1.023040503,32.760375,1019.166329,154.4731894,8.04279882,4.029538014
GM0609,D04,9/8/2006,1899-12-30 13:53:00,28.60868,-90.83247,17,33.82,33.1,4.85,0.6722,0.195,-0.016,0.137,0.121,0.315999985,0.094,9.71,0.33,3.922,25.27,6804017,33.8215,30.4755,8.240351873,2047.733504,2378.011613,NA,NA,NA,2094.914314,2432.802196,NA,NA,NA,23,1.023040503,33.460375,1020.213494,154.6319064,8.024429763,3.964625116
GM0609,D04,9/8/2006,1899-12-30 13:53:00,28.60868,-90.83247,1,29.84,30.3,5.95,0.6008,0.127,-0.017,0.01,-0.007,0.120000005,0.125,12.53,0.31,4.562,25.33,6804001,29.8423,29.6691,8.320374574,2025.477185,2388.581474,NA,NA,NA,2066.041509,2436.417703,NA,NA,NA,23,1.020027045,30.070575,1018.322429,189.3514273,8.123825693,4.457285885
GM0609,D05,9/8/2006,1899-12-30 12:46:00,28.50033,-90.83368,31,36.31,35.7,3.02,1.425,0.11,0.342,0.97,1.312,1.422000051,0.214,6.08,0.37,6.273,26.33,6805031,36.3064,26.6775,8.102440409,2124.561782,2391.498176,NA,NA,NA,2177.525284,2451.116173,NA,NA,NA,23,1.024929142,36.0041,1023.482018,96.59473775,7.939775523,3.094430745
GM0609,D05,9/8/2006,1899-12-30 12:46:00,28.50033,-90.83368,2,30.62,31.3,5.88,0.5902,0.001,0.034,-0.044,-0.01,-0.009,0.16,10.36,0.34,3.659,25.1,6805002,30.6474,29.9181,8.327185017,2029.275158,2388.507079,NA,NA,NA,2071.112979,2437.751231,NA,NA,NA,23,1.020617126,30.96685,1018.991417,187.2466947,8.100348274,4.370378316
GM0609,D06,9/8/2006,1899-12-30 11:29:00,28.39107,-90.8336,41,36.35,35.7,1.94,1.8254,0.094,0.227,8.051,8.278,8.371999741,0.595,9.65,0.84,21.454,27.04,6806041,36.3488,24.4381,7.981555051,2193.760019,2392.871434,NA,NA,NA,2248.515179,2452.596317,NA,NA,NA,23,1.024959503,36.0247,1024.218599,62.09558117,7.840979075,2.371292672
GM0609,D06,9/8/2006,1899-12-30 11:29:00,28.39107,-90.8336,1,32.27,32.7,5.82,0.4734,0.167,-0.016,0.145,0.129,0.296000004,0.116,6.27,0.32,2.651,25.96,6806001,32.2676,29.646,8.296538025,2033.158395,2382.562945,NA,NA,NA,2077.615765,2434.660452,NA,NA,NA,23,1.021866162,32.4844,1020.126809,185.5425212,8.071774125,4.180663055
GM0609,D08,9/8/2006,1899-12-30 09:39:00,28.2173,-90.83273,77,36.52,36.1,4.71,0.7338,0.193,0.34,3.368,3.708,3.901000023,0.316,8.99,0.47,4.608,26.15,6808077,36.5207,21.304,8.13138479,2114.832311,2387.27025,NA,NA,NA,2167.890381,2447.163392,NA,NA,NA,23,1.025088547,36.310175,1025.584913,150.9589403,8.024014112,3.004474341
GM0609,D08,9/8/2006,1899-12-30 09:39:00,28.2173,-90.83273,1,33.51,33.5,5.78,0.3708,0.284,-0.015,0.275,0.26,0.54400003,0.146,8.08,0.33,3.145,25.28,6808001,33.5069,29.8937,8.28461975,2027.553574,2368.437174,NA,NA,NA,2073.793059,2422.450698,NA,NA,NA,23,1.022805555,33.504225,1020.642467,184.3604591,8.046619924,4.045386158
GM0609,E02,9/8/2006,1899-12-30 20:00:00,28.8582,-91.25112,6,29.28,27.9,5.82,1.3244,0.202,0.011,-0.133,-0.122,0.080000006,0.183,15.61,0.54,6.292,25.53,6902006,29.2823,30.5442,8.320374574,2059.574798,2394.337974,NA,NA,NA,2099.949759,2441.275479,NA,NA,NA,23,1.019603542,28.590575,1016.257202,184.8387102,8.099606062,4.273808815
GM0609,E02,9/8/2006,1899-12-30 20:00:00,28.8582,-91.25112,1,28.24,28.3,5.94,1.4658,0.083,0.001,-0.131,-0.13,-0.046999998,0.168,16.12,0.56,6.137,25.59,6902001,28.2415,30.3947,8.332292849,2060.172906,2410.612611,NA,NA,NA,2098.939896,2455.973947,NA,NA,NA,23,1.018817348,28.270375,1016.584495,188.7105735,8.118069329,4.446986051
GM0609,E03,9/8/2006,1899-12-30 21:50:00,28.65878,-91.24997,20,35.6,35,2.31,2.918,0.091,0.839,3.129,3.968,4.059000015,0.355,12.44,0.64,19.367,27.53,6903020,35.5993,28.3158,8.039443814,2167.579539,2391.386536,NA,NA,NA,2220.447547,2449.713273,NA,NA,NA,23,1.024390343,35.299825,1022.377294,73.80562859,7.843542737,2.716439087
GM0609,E03,9/8/2006,1899-12-30 21:50:00,28.65878,-91.24997,9,31.48,33.8,5.6,0.5666,0.317,0.042,0.414,0.456,0.773000002,0.198,8.26,0.35,7.994,25.74,6903009,31.4837,30.7811,8.204597049,2071.885131,2400.022998,NA,NA,NA,2115.949991,2451.066694,NA,NA,NA,23,1.021268003,32.640925,1020.597597,178.6112773,8.003823619,3.931317435
GM0609,E03,9/8/2006,1899-12-30 21:50:00,28.65878,-91.24997,1,29.35,30,5.91,0.6552,0.108,0.004,0.036,0.04,0.148000002,0.109,11.41,0.29,3.179,25.09,6903001,29.3475,29.864,8.315266742,2027.003045,2377.496561,NA,NA,NA,2066.846776,2424.229758,NA,NA,NA,23,1.019656473,29.674375,1018.032883,188.0249991,8.107808307,4.328792508
GM0609,E04,9/8/2006,1899-12-30 22:45:00,28.584,-91.25185,28,36.13,35.9,2.32,3.376,0.064,0.419,4.782,5.201,5.265000343,0.457,11.91,0.66,20.667,27.08,6904028,36.1269,27.3255,8.022417707,2167.697913,2393.45023,NA,NA,NA,2221.440616,2452.789903,NA,NA,NA,23,1.024792524,36.014225,1023.411989,74.20015171,7.850385033,2.684499805
GM0609,E04,9/8/2006,1899-12-30 22:45:00,28.584,-91.25185,1,31.53,35.7,5.81,0.381,0.119,0.36,4.439,4.799,4.917999744,0.412,11.64,0.55,19.249,25.6,6904001,31.5282,29.8819,8.28291714,2035.218411,2375.854425,NA,NA,NA,2078.580477,2426.474032,NA,NA,NA,23,1.021305854,33.61455,1022.295728,185.6175288,8.015919467,3.925503
GM0609,E05,9/8/2006,1899-12-30 23:41:00,28.48373,-91.24963,39,36.48,36,2.67,1.172,0.068,0.438,6.141,6.579,6.646999836,0.528,11.25,0.71,15.983,27.67,6905039,36.4847,22.0829,8.022417707,2171.861812,2395.146415,NA,NA,NA,2226.284722,2455.164431,NA,NA,NA,23,1.025058183,36.241175,1025.124863,85.53706336,7.921171734,2.558590924
GM0609,E05,9/8/2006,1899-12-30 23:41:00,28.48373,-91.24963,25,35.91,35.6,4.38,1.4102,0.168,1.103,1.177,2.28,2.447999954,0.215,8.3,0.4,8.292,27.04,6905025,35.9115,27.7365,8.100737798,2131.378722,2399.757986,NA,NA,NA,2183.86513,2458.853385,NA,NA,NA,23,1.024625566,35.755375,1023.039844,140.0338299,7.926786085,3.142282202
GM0609,E05,9/8/2006,1899-12-30 23:41:00,28.48373,-91.24963,1,30.63,30.6,5.86,0.44,0.061,-0.002,0.065,0.063,0.123999998,0.14,10.25,0.67,3.002,25.53,6905001,30.6349,29.8828,8.301645857,2030.468008,2375.662715,NA,NA,NA,2072.345787,2424.660028,NA,NA,NA,23,1.020624693,30.616225,1018.475298,186.5152833,8.091199416,4.238662928
GM0609,E06,9/9/2006,1899-12-30 00:45:00,28.37597,-91.24988,56,36.46,36,3.17,1.3628,0.076,0.158,6.599,6.757,6.833000183,0.492,11.62,0.37,11.186,27.34,6906056,36.4588,21.1591,8.013904654,2180.968441,2392.849573,NA,NA,NA,2235.586435,2452.773707,NA,NA,NA,23,1.025043001,36.2297,1025.456983,101.588142,7.912203697,2.428806375
GM0609,E06,9/9/2006,1899-12-30 00:45:00,28.37597,-91.24988,35,36.11,35.8,2.45,1.6984,0.095,0.346,5.387,5.733,5.827999592,0.324,11.6,0.36,17.455,27.78,6906035,36.1073,25.7194,7.996878547,2194.110901,2402.154335,NA,NA,NA,2248.475144,2461.673342,NA,NA,NA,23,1.024777345,35.954325,1023.876099,78.39345356,7.839244086,2.488102083
GM0609,E06,9/9/2006,1899-12-30 00:45:00,28.37597,-91.24988,1,32.67,32.6,5.79,0.287,0.178,-0.017,0.136,0.119,0.296999991,0.111,8.31,0.6,3.149,25.4,6906001,32.6748,29.867,8.274404086,2033.039295,2375.865476,NA,NA,NA,2078.109993,2428.53633,NA,NA,NA,23,1.022169123,32.6362,1019.977409,184.5590834,8.060677975,4.115250248
GM0609,E07,9/9/2006,1899-12-30 01:57:00,28.25953,-91.24895,75,36.57,36,5.12,0.661,0.084,0.429,1.394,1.823,1.906999946,0.299,6.67,0.36,3.834,26.44,6907075,36.573,22.5471,8.150113507,2094.610218,2395.617648,NA,NA,NA,2147.240449,2455.811144,NA,NA,NA,23,1.025126504,36.28575,1025.14971,164.0301048,8.054486658,3.319962438
GM0609,E07,9/9/2006,1899-12-30 01:57:00,28.25953,-91.24895,44,36.49,35.9,5.86,0.6184,0.146,0.009,-0.051,-0.042,0.104000002,0.19,5.52,0.32,5.627,26.24,6907044,36.4892,27.7235,8.177355278,2091.878287,2386.811364,NA,NA,NA,2144.312834,2446.638638,NA,NA,NA,23,1.025065774,36.1948,1023.351773,187.4083212,7.970346252,3.386082592
GM0609,E07,9/9/2006,1899-12-30 01:57:00,28.25953,-91.24895,1,35.66,35.3,5.69,0.19206,0.196,0.005,-0.096,-0.091,0.104999997,0.08,5.5,0.27,2.85,25.51,6907001,35.6565,29.5281,8.269296254,2030.230497,2392.671727,NA,NA,NA,2079.840938,2451.138734,NA,NA,NA,23,1.024435867,35.479125,1022.115905,181.7518,8.058244966,4.190816501
GM0609,F02a,9/9/2006,1899-12-30 12:06:00,29.01085,-91.61833,8,30.93,29.8,4.72,4.96,0.874,0.033,-0.009,0.024,0.898000002,0.237,7.79,0.55,4.496,26.18,7002008,30.9296,30.2035,8.245459705,2067.425781,2389.35736,NA,NA,NA,2110.535146,2439.179549,NA,NA,NA,23,1.020851711,30.3649,1017.799568,150.1310662,8.057835232,4.024610237
GM0609,F02a,9/9/2006,1899-12-30 12:06:00,29.01085,-91.61833,1,27.86,28.3,5.92,1.2106,0.495,0.005,-0.135,-0.13,0.36500001,0.161,8.7,0.43,5.283,25.63,7002001,27.8594,29.4585,8.357832009,2026.786155,2389.916235,NA,NA,NA,2064.342876,2434.201823,NA,NA,NA,23,1.018530184,28.07985,1016.896682,188.1329412,8.155337466,4.55077191
GM0609,F03,9/9/2006,1899-12-30 10:58:00,28.88417,-91.61563,17,35.19,33.9,1.32,4.59,0.324,1.26,1.991,3.251,3.574999809,0.501,8.31,0.78,27.187,27.89,7003017,35.1929,28.5102,7.853859251,2243.550689,2399.839995,NA,NA,NA,2297.573829,2457.626473,NA,NA,NA,23,1.024079305,34.545725,1021.473991,42.13738226,7.710169299,2.086697196
GM0609,F03,9/9/2006,1899-12-30 10:58:00,28.88417,-91.61563,8,29.91,30.2,5.91,0.7808,0.871,0.006,0.043,0.049,0.920000017,0.138,8.77,0.42,3.604,25.99,7003008,29.9063,29.8199,8.219920545,2064.995478,2406.586773,NA,NA,NA,2106.46057,2454.911016,NA,NA,NA,23,1.020079992,30.054075,1018.227504,188.0609444,8.086688366,4.230780508
GM0609,F03,9/9/2006,1899-12-30 10:58:00,28.88417,-91.61563,1,27.44,27.2,5.94,0.7238,0.61,-0.025,-0.141,-0.166,0.444000006,0.114,9.23,0.45,5.477,25.49,7003001,27.4384,29.3,8.379965948,2027.41852,2403.656416,NA,NA,NA,2064.343597,2447.433859,NA,NA,NA,23,1.018212854,27.3196,1016.126606,188.6255747,8.191481887,4.764687947
GM0609,F04,9/9/2006,1899-12-30 10:03:00,28.78338,-91.61735,22,35.72,34.9,0.97,2.398,0.34,0.558,5.577,6.135,6.475000381,0.398,10.38,0.77,26.519,27.83,7004022,35.7204,27.4388,7.845346198,2240.746126,2394.577028,NA,NA,NA,2295.60271,2453.199607,NA,NA,NA,23,1.024481392,35.3101,1022.596681,30.99862433,7.708936348,2.02173231
GM0609,F04,9/9/2006,1899-12-30 10:03:00,28.78338,-91.61735,12,33.59,33.1,4.62,0.818,0.362,0.007,0.184,0.191,0.552999973,0.145,7.73,0.41,8.492,26.17,7004012,33.5914,30.432,8.173950057,2079.953619,2439.437133,NA,NA,NA,2127.514219,2495.217748,NA,NA,NA,23,1.022866183,33.34535,1020.206874,147.297891,8.05989685,4.322552978
GM0609,F04,9/9/2006,1899-12-30 10:03:00,28.78338,-91.61735,1,28.38,29,5.9,0.6244,0.32,0.023,-0.12,-0.097,0.22299999,0.205,8.71,0.4,4.664,25.34,7004001,28.3849,29.4102,8.3084563,2034.715819,2390.143723,NA,NA,NA,2073.219068,2435.372791,NA,NA,NA,23,1.018923158,28.691225,1017.43603,187.596803,8.134071145,4.425305159
GM0609,F05,9/9/2006,1899-12-30 09:10:00,28.69115,-91.618,27,36.17,35.6,2.91,1.4596,0.12,0.64,4.229,4.869,4.988999844,0.339,10.72,0.6,17.083,27,7005027,36.1742,27.2637,8.02922815,2150.994815,2396.44655,NA,NA,NA,2204.388706,2455.93326,NA,NA,NA,23,1.024822882,35.88605,1023.2017,93.05089404,7.892054847,2.893153712
GM0609,F05,9/9/2006,1899-12-30 09:10:00,28.69115,-91.618,19,35.47,35.4,1.98,1.3266,0.067,0.578,3.955,4.533,4.599999905,0.304,8.25,0.55,16.003,26.95,7005019,35.4663,27.8805,8.068388195,2139.650185,2403.676527,NA,NA,NA,2191.625954,2462.065948,NA,NA,NA,23,1.024291713,35.434075,1022.816512,63.28914502,7.918406028,3.109215877
GM0609,F05,9/9/2006,1899-12-30 09:10:00,28.69115,-91.618,1,29.11,29.9,5.87,0.5002,0.346,0.031,0.098,0.129,0.474999964,0.106,9.4,0.4,4.934,25.23,7005001,29.1065,29.5451,8.311861521,2025.567531,2386.85407,NA,NA,NA,2065.015462,2433.338057,NA,NA,NA,23,1.019475002,29.504125,1018.064502,186.7582104,8.128865384,4.451557559
GM0609,F06,9/9/2006,1899-12-30 08:08:00,28.58262,-91.61782,37,36.42,35.8,2.24,2.3937,0.052,0.223,6.172,6.395,6.447000027,0.461,10.28,0.67,17.282,27.4,7006037,36.4175,22.6569,7.973041998,2190.755761,2407.447489,NA,NA,NA,2245.55234,2467.6641,NA,NA,NA,23,1.025012637,36.109375,1024.800715,71.73874028,7.90057501,2.517630958
GM0609,F06,9/9/2006,1899-12-30 08:08:00,28.58262,-91.61782,1,32.58,33.2,5.8,0.478,0.265,0.017,0.154,0.171,0.43599999,0.12,8.01,0.32,3.073,25.35,7006001,32.5831,29.7924,8.276106697,2017.93784,2373.644577,NA,NA,NA,2062.536185,2426.104379,NA,NA,NA,23,1.022100951,32.890775,1020.452012,184.9638633,8.074060929,4.222335
GM0609,F07,9/9/2006,1899-12-30 06:40:00,28.45058,-91.61668,52,36.47,36,3.4,1.8322,0.128,0.442,4.5,4.942,5.069999695,0.417,8.22,0.57,10.826,27.12,7007052,36.4662,21.3269,8.027525539,2163.621558,2402.687163,NA,NA,NA,2217.821558,2462.875898,NA,NA,NA,23,1.025050592,36.23405,1025.393158,108.9521087,7.961989225,2.699191322
GM0609,F07,9/9/2006,1899-12-30 06:40:00,28.45058,-91.61668,1,36.22,35.9,5.65,0.16856,0.114,0.006,-0.027,-0.021,0.093000002,0.158,4.93,0.26,2.416,25.48,7007001,36.2174,29.677,8.245459705,2029.916127,2387.476764,NA,NA,NA,2080.381529,2446.83142,NA,NA,NA,23,1.024860831,36.05935,1022.515629,180.5446861,8.042002264,4.107125568
GM0609,F08,9/9/2006,1899-12-30 04:32:00,28.1799,-91.61667,82,36.57,36.1,5.14,0.933,0.158,0.106,1.791,1.897,2.055000067,0.239,6.01,0.34,2.816,26.18,7008082,36.5666,22.0796,8.151816118,2091.352633,2399.093808,NA,NA,NA,2143.901012,2459.374647,NA,NA,NA,23,1.025126504,36.33415,1025.389453,164.7093574,8.070935647,3.37299464
GM0609,F08,9/9/2006,1899-12-30 04:32:00,28.1799,-91.61667,54,36.53,36.1,6.7,0.3212,0.087,0.057,0.049,0.106,0.192999989,0.198,4.79,0.29,1.959,25.6,7008054,36.5315,25.7628,8.219920545,2048.13679,2398.228021,NA,NA,NA,2099.537114,2458.414284,NA,NA,NA,23,1.025096138,36.315375,1024.171321,214.443912,8.08358498,3.896803225
